code,name,addres,city,state,cp,phone,fax,email,type,subtype,lat,lon
2510,SEEWALD Y CIA S.A.,Gervasio Posadas Nº 100,Puerto Rico,MISIONES,3334,03743-421336,03743-421336,titos@prico.com.ar,Excl. Post Venta,Principal,XXX,XXX
2700,MARCEJO J. SAGARIA,Almirante Brown 56,San Carlos de Bariloche,RIO NEGRO,8400,02944-435679,-,-,TADI Excl. Post Venta,Principal,-41.1469367,-71.31191389999999
2720,ARMORIQUE MOTORS S.A,Av. Independencia 70,Neuquen,NEUQUEN,8300,0299-4422307,0299-4422307,ventas@armorique.com.ar,Integral,Secundaria,-38.9551861,-68.05756479999999
2720,ARMORIQUE MOTORS S.A,"Colectora Fortín 1° división 421, Ruta 22 km 1215",Cipolletti,RIO NEGRO,8324,0299-4781011,0299-4781011,ventas@armorique.com.ar,Integral,Principal,XXX,XXX
2720,ARMORIQUE MOTORS S.A,Gral.Roca 466,Gral.Roca,RIO NEGRO,8332,02941-42200,02941-42200,ventas@armorique.com.ar,Integral,Secundaria,-38.9393261,-67.99541169999999
2910,BOULEVARD PARIS,Av. Ignacio de la Roza 1665 OESTE,San Juan,SAN JUAN,5400,0264-4264888,0264-4265333,boulevardparis@sinectis.com.ar,Integral,Principal,XXX,XXX
2910,BOULEVARD PARIS,Av. Ignacio de la Roza 1665 OESTE,San Juan,SAN JUAN,5400,0264-4264888,0264-4265333,boulevardparis@sinectis.com.ar,Peugeot Rapide,Secundaria,XXX,XXX
3007,FIORASI E HIJOS S.A.,9 de Julio 119 esquina Belgrano,Trelew,CHUBUT,9100,02965-431400,-,info@fiorasiehijossa.com.ar,Excl. Ventas,Secundaria,XXX,XXX
3007,FIORASI E HIJOS S.A.,Hipolito Yrigoyen 1906 esq. Ladvocat,Cdro. Rivadavia,CHUBUT,9000,0297-4443303,-,info@fiorasiehijossa.com.ar,Integral,Principal,XXX,XXX
3007,FIORASI E HIJOS S.A.,J. A.Roca 931,Trelew,CHUBUT,9100,02965-429380,-,info@fiorasiehijossa.com.ar,Excl. Post Venta,Secundaria,-43.2585219,-65.3175061
3007,FIORASI E HIJOS S.A.,Mitre 310 esq. Belgrano,Pto.Madryn,CHUBUT,9120,02965-454795,-,info@fiorasiehijossa.com.ar,Excl. Ventas,Secundaria,XXX,XXX
3007,FIORASI E HIJOS S.A.,Corrientes 660 esq. Pasaje Payro,Pto.Madryn,CHUBUT,9120,02804-15-581096,-,info@fiorasiehijossa.com.ar,TACE / Peugeot Rapide,Secundaria,XXX,XXX
3010,GLAMOUR,Av. Santos Ortiz (ex ruta 7) y Predio Ferial,San Luis,SAN LUIS,5700,02657-427700,02657-427700,anrober@ciudad.com.ar,Integral,Principal,XXX,XXX
3010,GLAMOUR,Avda. Mitre 688 - esq. Sarmiento,Villa Mercedes,SAN LUIS,5732,02657-427700,02657-427700,anrober@ciudad.com.ar,Integral,Secundaria,XXX,XXX
3105,EXPO SUD S.A.,Angel Vicente Peñaloza 3608,Río Gallegos,SANTA CRUZ,9400,02966-457542/43,02966-457542/43,info@expogroup.com.ar,Excl. Ventas,Principal,XXX,XXX
3105,EXPO SUD S.A.,Paseo de los Arrieros 2310,Río Gallegos,SANTA CRUZ,9400,02966-457766,-,info@expogroup.com.ar,Excl. Post Venta,Secundaria,-51.6222485,-69.2594632
3230,NATION S.A.,Almafuerte 617,Paraná,ENTRE RIOS,3100,0343-4342030,,info@nation.com.ar,Excl. Ventas,Secundaria,-31.7471299,-60.51098949999999
3230,NATION S.A.,Belgrano 2663/77,Santa Fé,SANTA FE,3000,0342-4560065,0342-4534040,info@nation.com.ar,Integral,Principal,XXX,XXX
3230,NATION S.A.,Juan del Campillo esquina Pedro Seguí,Paraná,ENTRE RIOS,3100,0343-4342030,-,info@nation.com.ar,Excl. Post Venta,Secundaria,XXX,XXX
3230,NATION S.A.,Bv. Roca 649,Rafaela,SANTA FE,2300,03492-578882 / 83 / 84,-,info@nation.com.ar,Integral,Secundaria,-31.2515084,-61.4984626
3238,PROST S.A.,Av.Eva Perón (ex Córdoba) 4199 esq.Río de Janeiro 801,Rosario,SANTA FE,2000,0341-4352002,0341-4352002,ventas@prostsa.com.ar,Excl. Ventas,Principal,-32.9388124,-60.6805799
3238,PROST S.A.,Río de Janeiro 770,Rosario,SANTA FE,2000,0341-4352002,0341-4352002,prost@datafull.com,Excl. Post Venta,Principal,-32.9384078,-60.68050789999999
3251,AUTOSUR S.A.,Av.12 de Octubre 1276 (ruta 8),Venado Tuerto,SANTA FE,2600,03462-439239,03462-439444,autosursavenado@arnet.com.ar,Integral,Secundaria,XXX,XXX
3251,AUTOSUR S.A.,Ovidio Lagos 1063,Casilda,SANTA FE,2170,03464-424043,03464-424043,autosurventas@arnet.com.ar,Integral,Principal,-33.0529459,-61.1576883
3303,LE MANS AUTOMOTORES S.A.,Av. Belgrano Sur 1385,Santiago del Estero,STGO. DEL ESTERO,4200,0385-4217943,0385-4222413,lemansadministracion@arnetbiz.com.ar,Integral,Principal,-27.7982736,-64.25419099999999
3402,INDIANA S.A.C.I.F.I.,Italia 2945,Tucumán ,TUCUMAN,4001,0381-4347700 / 4851970 / 4851997,-,indiana@indiana.com.ar,Excl. Post Venta,Secundaria,-26.808714,-65.2380998
3402,INDIANA S.A.C.I.F.I.,Shipton esq. Rivadavia,Concepción de Tucumán,TUCUMAN,4146,03865-426200,-,indiana@indiana.com.ar,Excl. Ventas,Secundaria,XXX,XXX
3402,INDIANA S.A.C.I.F.I.,Salta 160,Tucumán ,TUCUMAN,4000,0381-4212000,0381-4300738,indiana@indiana.com.ar,Excl. Ventas,Principal,-26.8117885,-65.29001029999999
3500,AUPE S.A. (SUC. ROSARIO),Av. San Martín 2756 esq.Virasoro,Rosario,SANTA FE,2000,0341-4856000,0341-4856544,aupesa.rosario@mpsa.com,Integral,Principal,XXX,XXX
3500,AUPE S.A. (SUC. ROSARIO),Irigoyen 885 y Ruta 9,Cañada de Gómez,SANTA FE,2500,03471-428896,0341-4856544,aupesa.rosario@mpsa.com,Integral,Secundaria,XXX,XXX
3505,EXPO AUTO S.A.,Av.San Martín 1587,Rio Grande,TIERRA DEL FUEGO,9420,02964-430240,02964-430240,info@expogroup.com.ar,Integral,Secundaria,-53.7789635,-67.715249
3505,EXPO AUTO S.A.,Gobernador Deloqui 1163 y Belgrano,Ushuaia,TIERRA DEL FUEGO,9410,02901-421000,02901-431762,info@expogroup.com.ar,Integral,Principal,XXX,XXX
3510,AUPE S.A. (SUC. CORDOBA),Av.Castro Barros 1155,Córdoba,CORDOBA,5008,0351-4409000,0351-4409000,aupesa.cordoba@mpsa.com,Integral,Principal,XXX,XXX
3510,AUPE S.A. (SUC. CORDOBA),"Pedro J. Frias (Norte) 15, Esquina Bv. Agüero",Jesus María,CORDOBA,5220,03525-425594 / 424184,-,aupesa.cordoba@mpsa.com,Excl. Ventas,Secundaria,XXX,XXX
3520,AUPE S.A. (SUC. Buenos Aires),Agrelo 4050,Almagro,Ciudad Autónoma de Buenos Aires,1224,4303-3400,4303-3400,aupesa.buenosaires@mpsa.com,Excl. Post Venta,Secundaria,-34.6190819,-58.4233504
3520,AUPE S.A. (SUC. Buenos Aires),Av. Independencia 2838,Almagro,Ciudad Autónoma de Buenos Aires,1225,4932-9555,4932-9555,aupesa.buenosaires@mpsa.com,Excl. Ventas,Secundaria,-34.6192734,-58.40551869999999
3520,AUPE S.A. (SUC. Buenos Aires),Av. Independencia 2838,Almagro,Ciudad Autónoma de Buenos Aires,1225,4932-9555,4932-9555,aupesa.buenosaires@mpsa.com,Selección del León,Secundaria,-34.6192734,-58.40551869999999
3520,AUPE S.A. (SUC. Buenos Aires),Ituzaingó 555,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1141,4303-3400,4303-3400,aupesa.buenosaires@mpsa.com,Excl. Post Venta,Secundaria,-34.6293858,-58.3729467
3520,AUPE S.A. (SUC. Buenos Aires),Montes de Oca 1102,Barracas,Ciudad Autónoma de Buenos Aires,1270,4303-3400,4303-3400,aupesa.buenosaires@mpsa.com,Excl. Ventas,Principal,-34.640565,-58.37419740000001
3520,AUPE S.A. (SUC. Buenos Aires),Alicia Moreau de Justo 152,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1107,4314-4904 / 4314-7706,-,aupesa.buenosaires@mpsa.com,Excl. Ventas,Secundaria,-34.640565,-58.37419740000001
